rank,date,author,likes,comments,shares,total_engagement,hook_type,topic,angle,structure,first_line,full_text,url,image_url,is_original_ruben,matched_draft,match_score,keyword_hits,draft_path
29,2026-01-29,UNKNOWN,25,5,2,32,Magician,Founder Story,Contrarian/Challenge,Story → Lesson,Fellow is a $100M+ coffee brand.,"Fellow is a $100M+ coffee brand.

You've probably seen their kettles.
Maybe own their grinder.
Definitely seen the awards.

But here's what nobody talks about:

73 rejections before anyone said yes.

The Kickstarter that cost more to fulfill than it raised.
($200k raised - $300K cost)

The 8 years of bootstrapping before a single institutional dollar.

And underneath all of it?

A data infrastructure that had to scale faster than anyone planned.

Arvind Jeyakumar built it.

Founding data member at Fellow.
Designed the systems from zero to $100M.

The quiet architect behind the visible brand.

---

I couldn't be more excited to have Arvind share his story at our event.

There's a reason companies like Fellow survive when others don't—and a lot of it comes down to people like him. Builders who figure it out when there's no playbook.

Feb 4th. San Francisco. Fellow HQ

If you want to hear the real story behind Fellow's infrastructure, this is your chance.

Limited spots. 
RSVP link in comments.",https://www.linkedin.com/posts/ruben-burdin_fellow-is-a-100m-coffee-brand-youve-activity-7422751124085993473-RR8e?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACdwRloBsvQMFO5Hq4nZQD88Dn5VCuqcvz4,https://media.licdn.com/dms/image/v2/D4D22AQFXiFZPkdWQmw/feedshare-shrink_800/B4DZwLo0FdJsAg-/0/1769721774841?e=1772668800&v=beta&t=pddP4VaCcyixH9N0v9qOUzV5hEpX0jQRQJHLh3osVJo,True,,0.0,0,
30,2026-01-22,UNKNOWN,23,6,2,31,Magician,Integration/Data,Contrarian/Challenge,Listicle/Breakdown,This guy runs the biggest startup podcast and a $400M fund.,"This guy runs the biggest startup podcast and a $400M fund.
He said Salesforce wins AI.
If he right, most companies aren't ready for it:

Here's the bottleneck nobody's talking about:
AI agents need real-time data to work.

Not just CRM data. Everything—ERP, finance, data warehouses, databases—all connected and in sync.

But most companies are running on: 

→ Batch syncs that update hourly—or worse, daily 
→ ERP data stuck in NetSuite or SAP 
→ Finance data that doesn't reconcile until month-end 
→ API rate limits throttling integrations at the worst times

AI on stale data = bad AI.

And even when the data is synced, you need workflows that actually let agents act on it.

That's exactly why we build Stacksync: Real-time sync across all your systems, with workflows that give AI agents something to work with.

But I'm curious: do you agree with Harry? Is distribution really all that matters in AI? 👀",https://www.linkedin.com/posts/ruben-burdin_this-guy-runs-the-biggest-startup-podcast-activity-7420149598481977345-2MRr?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,https://media.licdn.com/dms/image/v2/D4E22AQGMwhGTu7de_A/feedshare-shrink_160/B4EZvmqvcXHwAw-/0/1769101522968?e=1772668800&v=beta&t=ZpL_1TKCgosryVp1ASFqobh_WcbPyPlkTItGtlxgedk,True,,0.0,0,
31,2026-01-15,Ruben Burdin,18,8,2,28,Teacher,Integration/Data,Origin Story/Narrative,Story → Lesson,"I met Ruben Burdin yesterday and we had a really nice chat about a lot of things...apps, the marketplace, partners, champions, the community, and ofc a little bit of AI.","I met Ruben Burdin yesterday and we had a really nice chat about a lot of things...apps, the marketplace, partners, champions, the community, and ofc a little bit of AI.

He's CEO of Stacksync - Integration Cloud and while I haven't used it I could see the potential this brings to the ecosystem with managing data across tools at scale without dealing directly with API infrastructure (the two-way syncs are all managed through the UI).

There are a lot of projects that come to mind where this would have been a better path forward, it's exciting to see something like this in the marketplace.

If you're integrating data from other sources with HubSpot, it's worth checking out even if that's just to see what's possible when you connect data via API.",https://www.linkedin.com/posts/jnix284_i-met-ruben-burdin-yesterday-and-we-had-a-activity-7417564547009499137-G9w_?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAD30W0IB23cOrr5FXrEYBnmoxsaIyrAoPbY,,True,,0.0,0,
32,2026-02-11,Carter Supple,26,2,0,28,Teacher,Integration/Data,Origin Story/Narrative,Story → Lesson,Another year at SuiteConnect. Same reason as last year,"Another year at SuiteConnect. Same reason as last year 
We stay close to our customers. That's the main reason Stacksync exists.

The product gets better every time we're in the same room as the people using it. Last year confirmed that. 

The conversations at SuiteConnect were some of the most useful we had all year.

Carter Supple, our sales engineer, is joining me this time. 

First SuiteConnect for him. 

If you're running NetSuite and thinking about how your data connects to the rest of your stack, come find us. 

Happy to chat.

PS: Photos from last year event, I hope to gather more this year.",https://www.linkedin.com/posts/ruben-burdin_another-year-at-suiteconnect-same-reason-activity-7427356107687415808-U2Le?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACduEjUB9RjUluiHlrWu9gJkcoqkDVIC-IE,https://media.licdn.com/dms/image/v2/D4D22AQEDYDOEcF4LSQ/feedshare-shrink_1280/B4DZxNFBVFJ8Ac-/0/1770819688403?e=1772668800&v=beta&t=Gky4-pjFx5-V4cS6lf7HWT01LtybW8c-PNED2JHxzNo,True,SuiteConnect_Ruben,0.0,4,/Users/TERABYTE10/Downloads/Stacksync/04_linkedin_content/Bangers/drafts/SuiteConnect_Ruben.md
33,2026-02-09,UNKNOWN,16,9,0,25,Contrarian,Integration/Data,Contrarian/Challenge,Story → Lesson,Salesforce ended Heroku last week. The product is done.,"Salesforce ended Heroku last week. The product is done. 
But I want to talk about what that team got right. (Because the industry moved on too fast)

Developers should interact with CRM data using SQL. Not APIs.
In 2014 that was radical. 

Every tool said: learn the Salesforce API. Handle pagination. Manage OAuth. Build retry logic. Maintain it forever.

Heroku Connect said: forget the API. Here's your Salesforce data in a Postgres table. Query with SQL. Write with SQL. Done.

45 lines of API code became 4 lines of SQL. 
Same data. Same Salesforce objects.

That team proved the database is the right interface between developers and CRMs. Not another API wrapper. 

Not another iPaaS. A Postgres table that syncs both directions.

The product had real problems. Eventual consistency. Silent failures. $4K to $50K/month. Locked to Heroku Postgres only.

I spent years building a company to fix those problems. I know them very well.

But the core architecture was never wrong. 
Was Genius.

Honestly, Heroku's team deserved better.

If you ran Heroku Connect in production, you understood the pattern before most. 

You used SQL to talk to Salesforce while everyone else fought rate limits.

You weren't on a legacy tool. You were on the right pattern. Wrong platform.

The platform got its End of Sale. The pattern is just getting started.

That's what we're building on at Stacksync. 
On the foundation that team laid. 

Long live Heroku. 
-
Been helping a few teams migrate off Heroku Connect lately. 
If anyone's stuck figuring out alternatives, happy to help — no strings attached. We also do free migration if it ends up being a fit",https://www.linkedin.com/posts/ruben-burdin_salesforce-ended-heroku-last-week-the-product-activity-7426706660951265280-ykNm?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACduEjUB9RjUluiHlrWu9gJkcoqkDVIC-IE,https://media.licdn.com/dms/image/v2/D4D22AQHIocRP87SGGg/feedshare-shrink_160/B4DZxD2WkMKwAw-/0/1770664848069?e=1772668800&v=beta&t=JnPIz9cxtL-m-JMPEZGbhqgi0OYh1UNeH2bjjaQUp3I,True,Heroku_Connect_Ruben,0.0,2,/Users/TERABYTE10/Downloads/Stacksync/04_linkedin_content/Bangers/Heroku_Connect_Ruben.md
34,2025-12-22,UNKNOWN,24,0,1,25,Teacher,Industry/SaaS,Data/Numbers,Story → Lesson,OpenAI just broke ground on an AI campus larger than the Pentagon.,"OpenAI just broke ground on an AI campus larger than the Pentagon.
I had to re-read that twice.

Project Stargate. 

Rural Texas. $25 billion. Oracle and Vantage building it.

The scale is absurd:

1,200 acres = 2.5x Monaco 
3.7 million sq ft = Pentagon-sized 
1.4 gigawatts = one nuclear reactor 
250kW per rack = 5x hotter than Google's data centers

That last number matters. 

At 250kW density, you can't air-cool anymore. 
The physics don't work. Liquid cooling is the only option.

San Francisco uses 900 megawatts at peak demand. 

This one campus will pull 1,400.
First building goes live H2 2026. 

They're building a second one in Wisconsin

Sam Altman isn't racing Anthropic anymore
He's racing the Texas power grid",https://www.linkedin.com/posts/ruben-burdin_openai-just-broke-ground-on-an-ai-campus-activity-7408989131860652034-3CyM?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADe8BX4BelwWTQ01uSbSHmL-HZjOP4FB6iw,https://media.licdn.com/dms/image/v2/D4E22AQF0JUtRNY_YQg/feedshare-shrink_2048_1536/B4EZtIEWHzGYA0-/0/1766440660248?e=1772668800&v=beta&t=RjMUpkQnZwV8hSxULcQGMDMzgyCfCdXhsZFQgNFEPVM,True,,0.0,0,
35,2025-12-30,UNKNOWN,21,2,1,24,Magician,Founder Story,Data/Numbers,Story → Lesson,Howie Liu left Salesforce to build Airtable. Reached $11.7 billion.,"Howie Liu left Salesforce to build Airtable. Reached $11.7 billion. 
And then an investor asked him a simple question he couldn't answer: 

""Can you describe how your top 25 customers use Airtable?""
Liu couldn't do it.

""Howie was like the architect of a house who never saw the finished house,"" the investor said.

But this story starts years earlier.

In 2011, Liu was at Salesforce when he noticed something: almost 90% of spreadsheets don't have formulas. 

People weren't calculating, they were organizing.
 
They were building databases without knowing it.

He quit. 

He reconnected with two Duke friends. 

And instead of launching fast, they just read books for months. 
Engelbart. Alan Kay. Old HyperCard documentation from the 80s.

""It was almost like being on a sabbatical,"" his co-founder Andrew Ofstad said.

Then they built in silence for three years.

When they shipped, it spread through WeWork offices like a virus. 

Ofstad walked into a Manhattan co-working space and saw his product on every screen.

""Oh my God, this is actually a thing.""

By 2021, Airtable hit $11.7 billion. And Liu made a mistake.

""I let myself get caught in the hyper-competitive environment. We tended to recruit as many smart people as we can and just throw them into the business.""

In 2022 and 2023, he cut 40% of the company.

""It's a sickening feeling. I made the decisions that got us here.""

His fix was to go backwards. 

He became what he calls an ""IC CEO."" He codes every day. 
He meets customers again.

""Executives should be in the details and experts at the actual craft. Not just delegators and managers.""

The insight that built Airtable in first place came from paying attention to how people actually work.

And Losing that attention almost killed it.

Liu didn't find a new playbook. He returned to the original one. 
Pay attention, stay close and keep building.",https://www.linkedin.com/posts/ruben-burdin_howie-liu-left-salesforce-to-build-airtable-activity-7411626012242755584-33Pn?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADe8BX4BelwWTQ01uSbSHmL-HZjOP4FB6iw,https://media.licdn.com/dms/image/v2/D4E22AQFslUz2HcKLmA/feedshare-shrink_20/B4EZttik8EIQA0-/0/1767069341398?e=1772668800&v=beta&t=SfvQdidSmn10FUF5QX_vLf2q6gleY0AOGJ3tfsM5msY,True,,0.0,0,
36,2026-01-23,UNKNOWN,19,3,1,23,Magician,Integration/Data,Origin Story/Narrative,Story → Lesson,The AI companies have a secret,"The AI companies have a secret
OpenAI, Anthropic, Cursor, xAI. They all run analytics on the same database.

ClickHouse.

Now ClickHouse is launching managed Postgres. Powered by my friend's company, Ubicloud.

The Ubicloud team?
They built Postgres at Heroku, Citus Data, and Microsoft. 

💡 Why does this matter if you're running Salesforce, NetSuite, or HubSpot?

Postgres is becoming the center of the stack. Transactions and analytics in one place.

But most companies have a problem. 

Their Salesforce data is in Salesforce. 
Their NetSuite data is in NetSuite. 
Their HubSpot data is in HubSpot.

Silos everywhere.

ClickHouse can query billions of rows in milliseconds. But first, you need all that data in Postgres.

That's what we built Stacksync to do. 
Real-time sync between your CRM, ERP, and Postgres. Two-way. No API limits.

Congrats to Umur, Ozgunm, Daniel and the Ubicloud team. 
This is a big moment for the Postgres ecosystem.",https://www.linkedin.com/posts/ruben-burdin_the-ai-companies-have-a-secret-openai-anthropic-activity-7420512290787209216-HN4g?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,https://media.licdn.com/dms/image/v2/D4E22AQEfUYIUpGx_Yg/feedshare-shrink_2048_1536/B4EZvr0myBGwAI-/0/1769187995173?e=1772668800&v=beta&t=D4i_YOpO4PxvXBgbAoeYuDn11IOtnp0K-jZA5rf-u-A,True,,0.0,0,
37,2026-02-02,UNKNOWN,18,3,1,22,Teacher,Integration/Data,Contrarian/Challenge,Story → Lesson,Data teams used to build NetSuite integrations by stitching tools together.,"Data teams used to build NetSuite integrations by stitching tools together.

Fivetran for extraction.
Custom SuiteScripts for write-back.
An iPaaS for orchestration.
Engineers for rate limit errors.
Manual reconciliation for conflicts.

The problem? 

Even modern iPaaS platforms simulate bidirectional sync by running two separate one-way flows.

Salesforce → NetSuite. NetSuite → Salesforce. No unified logic.

That works—until both systems update the same record. 
Then you get race conditions. Sync loops. Data overwrites.

Teams are getting rid of this.

Instead of an integration stack, they're using a sync layer.

One platform that:

Syncs NetSuite bidirectionally (true two-way, not dual one-way)
Handles rate limits automatically
Maps custom fields and objects
Resolves conflicts when both systems update
Triggers workflows on record changes

No sync loops. No manual conflict resolution.
Data flows both ways. In real-time.
That's what we built.

NetSuite sync = Stacksync

-- 
Btw, We're hosting a NetSuite event Feb 4th. San Francisco. 
Link in comments.",https://www.linkedin.com/posts/ruben-burdin_data-teams-used-to-build-netsuite-integrations-activity-7424122016699576320-cPLe?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACdwRloBsvQMFO5Hq4nZQD88Dn5VCuqcvz4,https://media.licdn.com/dms/image/v2/D4D22AQH5IdmZGWrRCQ/feedshare-shrink_20/B4DZwfHoa0JkAQ-/0/1770048621005?e=1772668800&v=beta&t=XS0tqfXIyYLNX96NmQFLrx5Bx8tnJOxtTZ8IaUV94E4,True,,0.0,0,
38,2026-02-13,UNKNOWN,20,0,2,22,Teacher,Integration/Data,Data/Numbers,Listicle/Breakdown,Every line on the left is a point of failure.,"Every line on the left is a point of failure.


Every line is a maintenance ticket. A rate limit. A 3am Slack alert.

Mid-market companies are running 10-15 integrations across their stack:
- Salesforce
- NetSuite
- Shopify
- Snowflake 

And stitching them together with 3-4 different tools that were never designed to talk to each other.

The result? 

Your data engineers spend 60% of their time babysitting pipelines instead of building product.

The Stacksync approach: one sync layer. Bidirectional. Real-time. Every system reads and writes through a single source of truth.

And one more thing:Enterprise level AI its comming to Stacksync too. :)",https://www.linkedin.com/posts/ruben-burdin_every-line-on-the-left-is-a-point-of-failure-activity-7427883649510981632-qhro?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACduEjUB9RjUluiHlrWu9gJkcoqkDVIC-IE,https://media.licdn.com/dms/image/v2/D4D22AQE8MGt4XQjdTg/feedshare-shrink_20/B4DZxUk0etJkAM-/0/1770945464621?e=1772668800&v=beta&t=aSvJnQYMRloyPhgXYlNZIDaKGEW2oE64eqY_vay-NZw,True,Netsuite_Ruben,0.0,2,/Users/TERABYTE10/Downloads/Stacksync/04_linkedin_content/Bangers/drafts/Netsuite_Ruben.md
39,2026-02-12,UNKNOWN,19,3,0,22,Teacher,Integration/Data,Data/Numbers,Statement → Commentary,February 6: Salesforce ends Heroku,"February 6: Salesforce ends Heroku
February 8: Salesforce airs a Super Bowl ad with MrBeast and a $1 million puzzle.

Heroku Connect was a very good way to sync a Postgres database with Salesforce. 

Thousands of companies depend on it. 
But no replacement announced.

Tens of millions on a Super Bowl puzzle 
vs 
Zero investment in keeping a core developer tool alive.

What does that tell you about where Salesforce is headed?",https://www.linkedin.com/posts/ruben-burdin_february-6-salesforce-ends-heroku-february-activity-7427506879339253760-D5l2?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACduEjUB9RjUluiHlrWu9gJkcoqkDVIC-IE,https://media.licdn.com/dms/image/v2/D4D22AQGgBufBRE5P4A/feedshare-shrink_2048_1536/B4DZxPOJXmJUAk-/0/1770855634917?e=1772668800&v=beta&t=Odeo2OjSO8_10cc0dn3LEn9bFF9m6aqaLfzPJM4vz_k,True,MrBeast_Ruben,0.254,3,/Users/TERABYTE10/Downloads/Stacksync/04_linkedin_content/Bangers/drafts/MrBeast_Ruben.md
40,2025-12-23,UNKNOWN,18,1,1,20,Teacher,Integration/Data,Origin Story/Narrative,Story → Lesson,Why is HubSpot our most popular connector?,"Why is HubSpot our most popular connector? 


We asked ourselves this a few months ago.
We had some theories but did not exactly know why.

So we did something simple:

I went into the HubSpot Community and started answering questions.
Not promoting and not selling, just helping.

One question became five, then fifty then five hundred.

2 weeks ago I got a badge notification: Problem Solver (500)

Only 22 people in the world have it. But the badge wasn't the point.

Every answer showed us something we'd missed.

Frustrations sometimes we miss in customer calls.

I went in to learn. 

We came out understanding our customers better than ever.

Go where they're already struggling and help. 

Thanks: HubSpot Community :)",https://www.linkedin.com/posts/ruben-burdin_why-is-hubspot-our-most-popular-connector-activity-7409305119093207040-uOta?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADe8BX4BelwWTQ01uSbSHmL-HZjOP4FB6iw,https://media.licdn.com/dms/image/v2/D4E22AQERtkRMio7rQg/feedshare-shrink_2048_1536/B4EZtMjuwCIQA0-/0/1766515997467?e=1772668800&v=beta&t=0lvaYM_uNbPuKN9VsijB73gYIVweijgGGvVzaMtJg-w,True,,0.0,0,
41,2026-01-07,UNKNOWN,16,3,0,19,Teacher,Integration/Data,Personal Experience,Story → Lesson,Here's a math problem most CTOs face:,"Here's a math problem most CTOs face:


Engineers required: 2-3
Integration project estimate: 6 months
Opportunity cost: Everything else those engineers could build

Now multiply that by every integration you need.

We've seen this calculation dozens of times over two years. The answer is always the same: too expensive, too slow, too much risk.

One customer brought us their 6-month plan. 10 days later, they were in production. Fully working. Two-way sync. No API maintenance.

The time savings compound. The engineers go back to product work. The integration doesn't break every time the vendor updates their API.

That's been the pattern. Not a one-time result. The consistent outcome for companies that stopped trying to build what we already built.",https://www.linkedin.com/posts/ruben-burdin_heres-a-math-problem-most-ctos-face-engineers-activity-7414703609227194368-Tomb?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAF42GoYBkrrTOUskGWZfkibuhBgBETymwaM,https://media.licdn.com/dms/image/v2/D4E22AQFLzK6bqtyTIA/feedshare-shrink_160/B4EZuZRo99KkAc-/0/1767803097618?e=1772668800&v=beta&t=0JM_-QPnP6xOvBc-bLDpTq8qOHkps4H1HuYplCwR1WI,True,,0.0,0,
42,2025-12-19,UNKNOWN,16,3,0,19,Experimenter,Founder Story,Data/Numbers,Story → Lesson,Anton Osika founder of Lovable saw this pattern for years:,"Anton Osika founder of Lovable saw this pattern for years:

99% of the world's best ideas are trapped
Trapped in the heads of people who can't code:

The entrepreneur who sketched an app on a napkin but couldn't afford a developer. 

The teacher who imagined a tool for her students but didn't know where to start. 

The founder who burned through savings paying agencies for something that never worked.

As CTO at Depict (YC, $20M raised, billions of product recommendations served), he kept meeting brilliant people who were stuck. 

Waiting for engineers. Waiting for funding. Waiting.

Then ChatGPT-3 came out. 

And he started experimenting on weekends.

One weekend turned into a side project called GPT Engineer. 

A tool that could turn plain English into working code. He posted a demo video on Twitter and went to sleep.

He woke up at 4:47am to a phone that wouldn't stop buzzing.

GitHub stars. Thousands. Then tens of thousands. 

The fastest-growing code repository in GitHub history.

But it wasn't the numbers that got him.

It was one message from somebody from Texas: ""I just built my first app ever. I'm crying.""

He called his former colleague Fabian Hedin at 6am. 

By 8am, after a two-hour walk through Stockholm at sunrise, they'd decided to quit their jobs and build a company.

Y Combinator wanted them but they said NO.

They didn't want the fundraising circus. They wanted to build. From Stockholm. Their way.

Then they failed twice:

First launch, April 2024. ""Good, but not great."" Users came, hit walls, left.
Second launch, August 2024. Better tech. Same result.
Third launch, November 2024. Two days before, they changed the name from 

""GPT Engineer"" to ""Lovable.""

This time it worked.

$4M ARR in 4 weeks. 
$10M ARR in 2 months. 
$100M ARR in 8 months.

At their peak: 25,000 new apps created every day.

And one stat that still doesn't sound real:

In one month, Lovable-built websites were 10% of all new websites on the entire internet.

Anton calls Lovable ""the last piece of software.""
It means: software that lets everyone create software.

Not the end of building.

The beginning of everyone building.",https://www.linkedin.com/posts/ruben-burdin_anton-osika-founder-of-lovable-saw-this-pattern-activity-7407589772279463936-jNN7?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADe8BX4BelwWTQ01uSbSHmL-HZjOP4FB6iw,https://media.licdn.com/dms/image/v2/D4E22AQHsspcCm1HM6A/feedshare-shrink_480/B4EZs0Lo5TKUAk-/0/1766107026555?e=1772668800&v=beta&t=nGrOTG2WEFuFrheEDI25wbBsOe-bj01ABFCpZfhf7k8,True,,0.0,0,
43,2026-02-03,UNKNOWN,13,3,2,18,Experimenter,Integration/Data,Data/Numbers,Story → Lesson,I saw this feature request in the HubSpot community.,"I saw this feature request in the HubSpot community. 
Here's why this matters more now than ever:

If you build with Lovable or Bolt. Backend is Supabase.
Now you need those users in HubSpot.

Script? Breaks on schema changes.
Zapier? One-way only.
Engineer? Now they maintain sync instead of building.

This is happening everywhere.

Supabase now has 4.5 million developers. 

30% are AI builders using Lovable, Bolt v0. 
Lovable alone hit $120M ARR. 

Every one of those apps needs CRM sync

We built Stacksync for exactly this.
Supabase ↔ HubSpot. Real-time. Two-way. 
No maintenance.",https://www.linkedin.com/posts/ruben-burdin_i-saw-this-feature-request-in-the-hubspot-activity-7424580361818669056-mF1O?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACdwRloBsvQMFO5Hq4nZQD88Dn5VCuqcvz4,https://media.licdn.com/dms/image/v2/D4D22AQFQD9zTmAXDhQ/feedshare-shrink_2048_1536/B4DZwlof4AJIAk-/0/1770157899513?e=1772668800&v=beta&t=qS4rp0-MFi-_QZBnz8GW9XZvPhAPgQ4fLCod3CTio80,True,,0.0,0,
44,2025-12-16,UNKNOWN,17,1,0,18,Teacher,Founder Story,Contrarian/Challenge,Story → Lesson,One of the greatest athletes of all time backed 5 guys in an Estonian garage over every CRM in Silicon Valley.,"One of the greatest athletes of all time backed 5 guys in an Estonian garage over every CRM in Silicon Valley.

But the story didn’t start with Shaq: 

In 2010, Timo Rein had just spent €50,000 on enterprise CRM for his sales training company.

His team ignored it. 
They used post-it notes on the wall instead.
He called them tombstones for wasted money.

It was his third failed CRM.

At home, his wife was pregnant, exhausted, and under constant stress. Timo feared she’d miscarry, but he couldn’t let the problem go.

So he and four partners started building nights and weekends in an Estonian summer house.

One of them, Urmas Purde, was fighting a brain tumor.
Three brain surgeries.
A stroke.

Learning to walk and speak again, three times.
While Urmas fought for his life, the company quietly kept moving forward.

By 2011, they had customers in 24 countries.

Y Combinator passed. “Eastern European CRM? No.”

AngelPad said yes.

Then a call came, from Vivek Ranadivé (Former founder and CEO of TIBCO Software)

He invested. With Shaq.

By 2020, that summer-house startup became a $1.5B unicorn: Pipedrive.
But Urmas never saw it.
He died in 2022 at 46.

The CEO later wrote:
 “Without his ideas, courage, and dedication, we would not be here today""",https://www.linkedin.com/posts/ruben-burdin_one-of-the-greatest-athletes-of-all-time-activity-7406525137501499392-WOGs?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADe8BX4BelwWTQ01uSbSHmL-HZjOP4FB6iw,https://media.licdn.com/dms/image/v2/D4E22AQHCyfDwfcqgjQ/feedshare-shrink_2048_1536/B4EZslDXNgKgAw-/0/1765853198234?e=1772668800&v=beta&t=5LAMlA-eiCTmtnPPtZKeXrpDHigMkloA1eQ3FN1wC7E,True,,0.0,0,
45,2026-01-15,UNKNOWN,17,0,0,17,Magician,Integration/Data,Contrarian/Challenge,Listicle/Breakdown,We delivered a 6-month integration in 10 days.,"We delivered a 6-month integration in 10 days.
But the 6-month estimate wasn't wrong.
A customer came to us with a real project:

 → Salesforce to their database
 → Bidirectional
 → Real-time

 They'd budgeted six months. Not a guess—based on doing this before.

 Building custom CRM integration from scratch genuinely takes that long:

 → Field-level sync
 → Conflict resolution
 → Rate limit management
 → Association handling

 Each piece adds weeks. The complexity is real.

 So how did we do it in 10 days?

 We didn't build it. They configured it.

 The infrastructure already exists. The complexity is already handled.

 Engineering time is the most expensive resource companies have.

 A team that would spend six months building can spend ten days configuring.

 Then get back to work that actually matters.",https://www.linkedin.com/posts/ruben-burdin_we-delivered-a-6-month-integration-in-10-activity-7417604732258709504-PzKQ?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAD30W0IB23cOrr5FXrEYBnmoxsaIyrAoPbY,,True,,0.0,0,
46,2026-01-27,UNKNOWN,10,5,0,15,Teacher,Integration/Data,Origin Story/Narrative,Story → Lesson,Fivetran now charges you to delete data.,"Fivetran now charges you to delete data.


Their 2026 pricing update: deletes count as Monthly Active Rows. (Same as inserts and updates)

Clean up 100,000 stale records? 
That's 100,000 rows on your bill.

To be fair: each row only counts once per month. 
Stale data sitting untouched costs nothing.

But that's the weird part.
Procrastination is free. Action has a price.

Turn on History Mode and it gets worse. Repeated updates start counting separately.

Data engineers learned that clean data beats big data
This pricing model puts a toll booth on good hygiene

We built Stacksync for operational use cases where data changes constantly

Our pricing: synced rows(that's the only metric)
Clean your data without checking your budget first",https://www.linkedin.com/posts/ruben-burdin_fivetran-now-charges-you-to-delete-data-activity-7421944748132761601-vWMu?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,https://media.licdn.com/dms/image/v2/D4D22AQFKA1YMDRF7pA/feedshare-shrink_480/B4DZwALav2G4As-/0/1769529519366?e=1772668800&v=beta&t=bCROycNaL_CF68Kq6sCsXoCzElOWvKd2xG7fMI520PU,True,,0.0,0,
47,2025-12-25,UNKNOWN,12,0,0,12,Contrarian,Industry/SaaS,Contrarian/Challenge,Story → Lesson,How does a $9 billion company order the wrong shoes for an entire quarter?,"How does a $9 billion company order the wrong shoes for an entire quarter?
Two words: batch sync.

SAP for ERP
i2 Technologies for demand planning
Siebel for CRM

And 27 legacy ordering systems across the globe

In 2000, Nike tried to connect all of them at once. 
$400M budget on a two-year timeline.

By February 2001, they'd lost $100M in sales.

The i2 demand planner was supposed to predict what customers would buy
The supply chain module was supposed to tell factories what to build

SAP was supposed to tie it all together.

None of them could sync properly.
The demand planner stored data in one format.

The supply chain planner used another.
Engineers had to manually export and reimport data between systems every week.

Each entry took up to a minute to record. The system crashed constantly. Orders got deleted, duplicated, or just disappeared.

Factories spent months building Air Garnett sneakers nobody wanted.

They never got the order for Air Jordans that customers were actually asking for.

By the time anyone caught the mismatch, Nike was air-freighting shoes at $4-8 per pair instead of $0.75 by sea.

Stock dropped 20% in a single day.

Phil Knight's comment on the earnings call: 

""This is what you get for $400 million, huh?""

Nike kept going. The fix took five years. 
Mandatory 180-hour training. 

Phased rollouts instead of big bang. Moving demand planning into SAP.

They got there. 

But not before $100 million went up in smoke because two systems couldn't share data in real time.

Do you know any other case like this?",https://www.linkedin.com/posts/ruben-burdin_how-does-a-9-billion-company-order-the-wrong-activity-7409745320231735296-siMr?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADe8BX4BelwWTQ01uSbSHmL-HZjOP4FB6iw,https://media.licdn.com/dms/image/v2/D4E22AQEIVE1pfnJ40w/feedshare-shrink_800/B4EZtS0FfuJQAg-/0/1766620948812?e=1772668800&v=beta&t=1mgMerLctEkWWGJdITVHc2B-4nxRshuFHEN6SVAeMKA,True,,0.0,0,
