rank,author,outlier_score,likes,comments,total_engagement,hook_type,topic,angle,structure,first_line,hook_150,full_text,url
29,Jackie Hermes,0.8,55,20,78,Teacher,Career Growth,Thought Leadership,Hook -> Story -> Reflection -> Question,Marketing is the only business function where people expect instant results—and marketers are partially to blame. I’ve seen this play out too many times:,Marketing is the only business function where people expect instant results—and marketers are partially to blame. I’ve seen this play out too many tim,"Marketing is the only business function where people expect instant results—and marketers are partially to blame. I’ve seen this play out too many times:

→ Company hires a marketing agency
→ Company expects immediate ROI
→ The agency, afraid to lose the deal, promises those results
→ Marketing team scrambles, throws tactics at the wall
→ Results don’t come fast enough
→ Both sides walk away frustrated

Who’s at fault? Frankly, it’s both parties.

👉 The company, for expecting what’s not possible.
👉 The agency, for not setting boundaries and saying “this isn’t realistic.”

Because let’s be honest—what new hire, in any department, delivers immediate results? Sales? Finance? Product? No one does. Marketing is no different.


That’s why I recently said no to a prospect who wanted “instant results” without strategy or investment. I knew how the story would end.

Listen, I get it. There are bad actors in this industry, and many companies feel like they’ve been burned before. But accountability exists on both sides.


Here’s my two cents on how we can change this cycle:

1️⃣ Put a vetting process in place. Do the work up front so you can actually trust the resource you hire.

2️⃣ Choose your references (this strategy is from the book Who by Geoff Smart.) As names come up during sales conversations, jot them down. Ask to speak with those people, not just the ones the agency/hire handpicks.

3️⃣ Clearly define success. For the first 90 days, define milestones and deliverables that both sides agree on.

4️⃣ Stop changing your mind. Marketing isn’t built on whims. It’s built on long-term, consistent effort. If you’ve vetted and hired well, let them run.


Agencies: set boundaries.
Companies: set realistic expectations.

That’s how we stop the cycle—and start getting results that actually last. ✨ 


Have you had to draw the line to avoid a no-win situation? I'm interested to hear how others have approached similar situations.",https://www.linkedin.com/posts/thejackiehermes_marketing-is-the-only-business-function-where-activity-7369001095160815617-CAb4?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAESjmc4BQycFwigIibZ94ord0SROkfP-s5k
30,Jackie Hermes,0.8,46,26,75,Teacher,Entrepreneurship,Thought Leadership,Hook -> Numbered List -> CTA,"Success isn’t a point in time. It’s not a “big break.” It’s steady, intentional, disciplined evolution.","Success isn’t a point in time. It’s not a “big break.” It’s steady, intentional, disciplined evolution.  That’s the biggest lesson I learned from my g","Success isn’t a point in time. It’s not a “big break.” It’s steady, intentional, disciplined evolution.

That’s the biggest lesson I learned from my guests on The Art of Entrepreneurship in 2025.

When you’re 300-some episodes in, interviews hit different. My guests last year were raw, fun, insightful, and packed with the kind of lessons you only get from people who’ve actually *done the things.* (My favorite kind of people. :))

Here are the themes that kept showing up:


(1) 𝐈𝐭 𝐧𝐞𝐯𝐞𝐫 𝐠𝐞𝐭𝐬 𝐞𝐚𝐬𝐢𝐞𝐫; 𝐲𝐨𝐮 𝐠𝐞𝐭 𝐛𝐞𝐭𝐭𝐞𝐫.

Suneera Madhani reminded me that growing personally and/or a business with ease is a myth, but progress is real. Your capacity to do awesome things expands with every single step you take.


(2) 𝐆𝐫𝐨𝐰𝐭𝐡 𝐢𝐬𝐧’𝐭 𝐦𝐚𝐠𝐢𝐜, 𝐢𝐭’𝐬 𝐬𝐲𝐬𝐭𝐞𝐦𝐬.

Lior Weinstein broke down how he makes growth inevitable for himself and his companies through experiments, discipline and removing constraints. Not vibes. Not guessing. Systems.


(3) 𝐂𝐮𝐫𝐢𝐨𝐬𝐢𝐭𝐲 + 𝐞𝐦𝐨𝐭𝐢𝐨𝐧𝐚𝐥 𝐢𝐧𝐭𝐞𝐥𝐥𝐢𝐠𝐞𝐧𝐜𝐞 𝐛𝐞𝐚𝐭 𝐭𝐚𝐥𝐞𝐧𝐭.

Patrick Thean said “no great leader exists without empathy” and I truly have not stopped thinking about it since. EQ is a superpower.


(4) 𝐀𝐥𝐰𝐚𝐲𝐬 𝐛𝐞 “𝐥𝐞𝐚𝐩 𝐫𝐞𝐚𝐝𝐲.”

Ilana Golan helped me rethink how opportunity actually works. Remember this: your next break comes from the people who think of you when you’re not in the room.


(5) 𝐌𝐨𝐦𝐞𝐧𝐭𝐮𝐦 𝐦𝐚𝐭𝐭𝐞𝐫𝐬.

Michael Ray said that anyone can show up for launch day or for a point in time. The real work is staying relevant long after hype fades.


(6) 𝐂𝐡𝐚𝐧𝐠𝐞 𝐰𝐢𝐭𝐡 𝐢𝐧𝐭𝐞𝐧𝐭𝐢𝐨𝐧, 𝐧𝐨𝐭 𝐢𝐦𝐩𝐮𝐥𝐬𝐞.

Abby Bruckner and Michelle Bickert Breen drilled this home: know your why. Before you change, deeply understand the reasons and what your market is saying. Alignment > aesthetics.


This roundup episode is one of my favorites every year because it shows what entrepreneurship, leadership, and personal development really look like. The grit, the growth, the mindset shifts, and what it really takes to achieve them.

If you’ve been building, rebuilding, or questioning your next step this year… this one’s for you!


💬 Tell me in the comments: what’s your biggest lesson from 2025 that you're bringing into this year??

🎧 Check out the full episode link in the comments!",https://www.linkedin.com/posts/thejackiehermes_success-isnt-a-point-in-time-its-not-a-activity-7414313242673692672-0vsK?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFNK4soBB4fhH1bCSX3bKHYCTqI6LynAUic
31,Jackie Hermes,0.7,53,18,72,Magician,Leadership,Pattern Interrupt,Hook -> Insight -> Close,Most marketers don’t have a lead gen problem. They have a website problem.,Most marketers don’t have a lead gen problem. They have a website problem.  Here’s what I mean: I talk to teams spending tens of thousands a month on ,"Most marketers don’t have a lead gen problem. They have a website problem.

Here’s what I mean:
I talk to teams spending tens of thousands a month on ads—and when I ask if they're reaching their goals (their goal is usually to generate leads), the answer is a resounding NO.

Because ads don’t fix your broken website.

They amplify misaligned messaging, confusing navigation, poor UX, and vague calls to action.

If your website isn’t built to convert, every dollar you spend driving buyers there is a waste.

Most companies don’t need a new campaign. They need to fix the experience buyers already have. I wrote about what that means (and how to do it) in this article. 👇",https://www.linkedin.com/posts/thejackiehermes_most-marketers-dont-have-a-lead-gen-problem-activity-7396992440194461696-cHVO?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABV2-5cBS3OuBNwTYEDjt2OGEtA-PUnnrNs
32,Jackie Hermes,0.7,51,19,71,Teacher,Philanthropy / Cause,Thought Leadership,Hook -> Insight -> Close,"There’s this idea that when you’re an entrepreneur, it's your identity. Your entire world revolves around the company.","There’s this idea that when you’re an entrepreneur, it's your identity. Your entire world revolves around the company.  But does it have to?  I used t","There’s this idea that when you’re an entrepreneur, it's your identity. Your entire world revolves around the company.

But does it have to?

I used to think so... but I don't anymore.

Now, I’d argue that being “all in” can sometimes hold you back.

When you live and breathe only your business:
→ It's harder to find joy in the day-to-day work.
→ It's easy to lose perspective and have a one-track mind.
→ You risk building something that reflects your tunnel vision, not the bigger picture.

That’s why I was so intrigued to talk with Michael Fabiano on my podcast this week. He’s not only an entrepreneur—he’s also an instrument-rated pilot, an acclaimed opera singer, and a nonprofit founder.

From the outside, it looks *impossible* to juggle all of that. (Seriously. How?!)

But Michael explained that each of those “lanes” sharpens his perspective as a leader.
→ Flying requires focus and precision.
→ Opera taught him how to perform under pressure.
→ Running a nonprofit gives him people-first leadership skills.

And he brings all of those skills to entrepreneurship.

This is the point: passions aren’t distractions.

They keep you sharp, inspired, and capable of building something that lasts.


🎧 Listen to our conversation here: https://lnkd.in/evfXMgEj

♻️ Repost to help spread this message if you agree!",https://www.linkedin.com/posts/thejackiehermes_theres-this-idea-that-when-youre-an-entrepreneur-activity-7374429788192677888-1uLN?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAD7yo78B760w1OzXX2HFGNqUYGS32K3evyU
33,Jackie Hermes,0.7,52,17,71,Teacher,Entrepreneurship,Thought Leadership,Hook -> Insight -> CTA,Every entrepreneurial superpower has a shadow side.,Every entrepreneurial superpower has a shadow side.  Why? Because the traits that make our everyday lives feel challenging are often the ones that mak,"Every entrepreneurial superpower has a shadow side.

Why? Because the traits that make our everyday lives feel challenging are often the ones that make us incredible entrepreneurs. Go figure. 🤪

Here’s what I mean:

Creativity → Chaos: we have nonstop ideas, but it’s hard to prioritize or finish.

Hyperfocus → Tunnel vision: we can make massive progress, but everything else falls away.

High energy → Burnout: we’re unstoppable on Friday, but crashing out by Monday.

Risk-taking → Impulsiveness: big swings can fuel growth or create very costly mistakes.

Empathy → Overextension: we’re great at building loyalty but suck at boundaries.

Flexibility → Inconsistency: we can pivot fast, but sometimes have shiny object syndrome.

Curiosity → Distraction: we’re interested in everything and we can easily lose focus.

This can be *especially* true for those founders with ADHD, which studies show is somewhere between 15-30% of us.


This week on The Art of Entrepreneurship, I sat down with Skye Waterson, founder of Unconventional Organisation, to talk about how to:
👉 Harness ADHD strengths in business
👉 Recognize and manage your shadow sides
👉 Build systems that work with your brain, not against it


If you’ve ever felt like your greatest strength was also your biggest struggle, you’re not alone. (Same. Same.)

What’s your shadow side?? I’ll go first in the comments. 🫣",https://www.linkedin.com/posts/thejackiehermes_every-entrepreneurial-superpower-has-a-shadow-activity-7379136936864665600-fgs_?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAD7yo78B760w1OzXX2HFGNqUYGS32K3evyU
34,Jackie Hermes,0.7,52,15,71,Magician,Business Strategy,Data-Driven Revelation,Hook -> Story -> Reflection -> Question,8 ways to rethink your marketing and sales strategies:,"8 ways to rethink your marketing and sales strategies:  1️⃣ Abandon your assumptions  Be honest: what are you making ""educated guesses"" about? (And ar","8 ways to rethink your marketing and sales strategies:

1️⃣ Abandon your assumptions

Be honest: what are you making ""educated guesses"" about? (And are your guesses really that educated?) Talk to your customers. Find out what they really care about.

2️⃣ Incentivize the right team behaviors

If your sales and marketing teams are evaluated by vanity metrics, like MQLs or leads regardless of quality—you’re getting it wrong.

3️⃣ Reevaluate what’s working

Please! Don't continue a strategy forever just because you’ve invested time or money. Is it working? If not, how can you change it? If you’ve tested it thoroughly, reallocate that budget.

4️⃣ Don't be a hero

Stop volunteering to take things on when you don’t have bandwidth. Stop overpromising and under-delivering. Your sales and marketing teams must work together in order to succeed.

5️⃣ Revisit old activities to see what can be used again

In time, everything old becomes new again (as evidenced by this new Hollister 2000's line... huh? I can't.). Can you run a lost opps campaign? Turn back on a high-performing ad campaign while you cook up the next strategy? You don’t have to start from scratch every time.

6️⃣ Time bound your goals and hold each other accountable

Dang, do some companies move slow. I fully believe this is because of a lack of accountability. Consistent feedback and accountability systems that hold everyone to their word are the name of the game.

7️⃣ Don’t be afraid to completely abandon channels

Repeat after me: you don’t have to be active in every social channel. If your customers and prospects aren’t there, ditch it. And some, you might just want to ditch anyway. (Cough, X.)

8️⃣ Make sure your goals align directly to the results you’re looking to achieve

Last but not least: it’s easy to set goals that sound good. It’s hard to execute on them long-term and ensure they have big business impact. Your goals should be SMART and directly tied to the goals of the company and the departments around you. How are you really moving the needle?


What is the #1 strategy you’re leaning into to grow in your role or grow your business this year?

What would you add to this list? 👇




📸: collabing with Sierra Davis, account manager at Accelity, in our coworking space a couple of weeks ago!",https://www.linkedin.com/posts/thejackiehermes_8-ways-to-rethink-your-marketing-and-sales-activity-7357041526813642752-Ljh7?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADWuLVEBI99rxrHle4hYELPY12Zi8VCwl_0
35,Jackie Hermes,0.7,46,20,68,Contrarian,Motherhood / Family,Challenging Convention,Hook -> Insight -> CTA,Most people think their business deserves press for every announcement. It doesn't. 😶,Most people think their business deserves press for every announcement. It doesn't. 😶   Thats not a knock on your company! it’s just reality… no one c,"Most people think their business deserves press for every announcement. It doesn't. 😶 

Thats not a knock on your company! it’s just reality… no one cares about your company until they start to know and trust you.

Then you layer on this lesson from PR expert KJ Blattenbauer and it gets even more interesting: Press isn’t as much about YOU as it is about TIMING.

You can have:
 • a great story
 • an awesome win
 • a legit business
…and still not be newsworthy right now.

What actually gets media attention is relevance.

Ask yourself:
What’s happening in the world?
What problem are they already thinking about?
What’s top-of-mind for my audience/prospects this month?

There is a huge difference between announcements (“here’s what we’re up to at ABC corp!”) and what matters to your audience today.


In this week’s podcast episode, I talked with KJ about what actually makes a story pressworthy.

She expands on this simple framework:
 • who you are
 • what you do
 • why it matters right now

If you’re pitching stories that start and end with your business… this might change how you think about getting press. 😇

🎧 Check out episode 305 in the comments!",https://www.linkedin.com/posts/thejackiehermes_most-people-think-their-business-deserves-activity-7419375311378862080-cfho?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACAuXJMB_Tg4ICdAktyCfDr2_F5ay5Kzuqw
36,Jackie Hermes,0.7,47,17,66,Teacher,Entrepreneurship,Thought Leadership,Hook -> Insight -> CTA,"A CEO’s job is to think, and to hire people who can think… not just do.","A CEO’s job is to think, and to hire people who can think… not just do.  Here’s the problem: many leaders take the thinking away from their teams.  Th","A CEO’s job is to think, and to hire people who can think… not just do.

Here’s the problem: many leaders take the thinking away from their teams.

They overload them with tasks.
They expect constant output.
And without realizing it, they train people to “just do” instead of empowering them to think.

Patrick Thean said it best in our conversation:

You have to create the habit of thinking, dedicate actual time to it—and encourage others to do the same.

That idea, which he calls time partitioning, forces you to slow down, sit with the problem, and actually let your brain process it.

It’s uncomfortable at first. But if we don’t create space for thinking, we’re just running harder on the hamster wheel.

And I think we all know that busy doesn’t always = productive.

A little food for thought on your Friday morning.


In this week’s episode of The Art of Entrepreneurship with Patrick Thean, Co-Founder of Rhythm Systems, we dig into:
→ What differentiates the most successful leaders
→ The lessons he’s learned working with high performing leaders
→ Daily rhythms and practices that help build strong, successful teams

🎧 Check out the link in the comments to listen!",https://www.linkedin.com/posts/thejackiehermes_a-ceos-job-is-to-think-and-to-hire-people-activity-7369747326984232960--GhO?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAESjmc4BQycFwigIibZ94ord0SROkfP-s5k
37,Jackie Hermes,0.6,43,16,62,Teacher,Business Strategy,Thought Leadership,Hook -> List -> Insight,"If your marketing and sales teams are fighting over who “gets credit” for a lead, you’ve already lost. And the problem starts at the top.","If your marketing and sales teams are fighting over who “gets credit” for a lead, you’ve already lost. And the problem starts at the top.   If your le","If your marketing and sales teams are fighting over who “gets credit” for a lead, you’ve already lost. And the problem starts at the top. 

If your leadership team is still using attribution to “prove the value,” of marketing, you were set up to fail in the first place.

Here’s why:

Sure, a lot of marketing and sales data is attributable, but real influence isn’t. Let me know when you figure out how to track:
- Word of mouth, referrals
- Personal relationships, reputation
- Texts, Slacks, DMs (heck, I’ve recommended my favorite products via these channels multiple times *just this week*)

Yes, attribution still has its place in marketing… but it should be used for strategy, not politics.

Use attribution metrics to understand:
✔️ Which paths are converting the best leads
✔️ What types of content are most compelling to buyers
✔️ Where to double down and where to pull back on budget

If your marketing and sales teams are at odds, you’ve already lost.

Build an attribution model that helps your go-to-market team make better decisions—together.

💬 Marketers, please leave your thoughts!",https://www.linkedin.com/posts/thejackiehermes_if-your-marketing-and-sales-teams-are-fighting-activity-7421559658303131649-UTjn?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAACAuXJMB_Tg4ICdAktyCfDr2_F5ay5Kzuqw
38,Jackie Hermes,0.6,42,15,59,Teacher,Entrepreneurship,Thought Leadership,Hook -> Insight -> CTA,Suffering is not a prerequisite for success.,Suffering is not a prerequisite for success.  So many of us grew up believing:  Success = sacrifice  Money = struggle  Achievement = exhaustion  We’re,"Suffering is not a prerequisite for success.

So many of us grew up believing:

Success = sacrifice

Money = struggle

Achievement = exhaustion

We’re literally praised for how *hard* we work. (I am still guilty of this sometimes!)
Not how intentional we are or how smart we work.

Here’s the truth that Dr. Darnyelle Jervey Harmon breaks down during our podcast together:

Of course success requires effort. Achieving goals never has been, and never will be easy. But it does NOT require:

Sacrificing mental / physical health
Ignoring important relationships
Constantly proving your worth
Working nights and weekends
Being disciplined at all times
Dealing with chronic stress
Saying yes to everything
Pretending you’re “fine”
Missing family events
Waking up at 4 am
Doing it all alone
Micromanaging
Perfectionism
Husting 24/7
Suffering
Burnout

I could go on.

We have to start getting skeptical of anyone that says these things are necessary, because they’re simply not. Both Dr. Darnyelle and I are testaments to that.

If you’ve been operating from survival mode… this episode will shift something in you. Truly, our conversation made my day and changed my mindset.

🎧 The Art of Entrepreneurship Episode 299: How to Shift from Survival to Abundance (link in the comments!)

If this hits home, please repost. ♻️💛",https://www.linkedin.com/posts/thejackiehermes_suffering-is-not-a-prerequisite-for-success-activity-7404520873648406528-gzad?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEVanCoBZrcQX6UUSuuRySIzAwruVGdYTEw
39,Jackie Hermes,0.6,40,17,59,Teacher,Entrepreneurship,Thought Leadership,Hook -> Story -> Lesson -> CTA,Most leaders still hesitate to show up on video. And trust me… I get it.,Most leaders still hesitate to show up on video. And trust me… I get it.   But here’s the truth about video and personal brands in general: Your buyer,"Most leaders still hesitate to show up on video. And trust me… I get it.


But here’s the truth about video and personal brands in general:
Your buyers want to SEE you. The want to KNOW you.

Not the polished brochure version of you. The real you.

I asked Richard Turgeon, creative director and head of brand at AtlasFX, what he says to leaders who avoid video:

“9 out of 10 people want more video from their brands. I see it almost as a requirement.”

He’s spot on. 💯 Video isn’t a “nice-to-have” anymore…. it’s your fastest path to trust online.

Here’s why:

→ Video is a hugely preferred content format. HubSpot reports 9/10 consumers want more video from brands.

→ It humanizes your company. Faces build trust. Your customers want to know the people behind the products and services they’re buying.

→ It increases conversion. Landing pages with video can increase conversion rates by 80%+. [also HubSpot]

If they’re like me, your leaders might also be worried about skill level. (TBH, that’s valid. They’re not going to be perfect off the bat—I wasn't my any means.)

But like Rich said during our conversation: imperfect actually helps sell. And you can only gain the skills by showing up.


So if your leadership is hesitant, show them these stats. Tell them it’s time to show up anyway. 😉 Your audience is asking for it.

🎧 Listen to my full conversation with Rich on The Art of Entrepreneurship! It’s packed with knowledge in only 23 min. Link in comments.",https://www.linkedin.com/posts/thejackiehermes_most-leaders-still-hesitate-to-show-up-on-activity-7402346007369474048-e9HH?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABuxQPsB9DAXOP6314kBWPuiGaRW0h_twaQ
40,Jackie Hermes,0.6,39,14,56,Teacher,Entrepreneurship,Thought Leadership,Hook -> Insight -> CTA,Most founders don’t fail because they lack ideas. They fail because they hide behind complexity.,"Most founders don’t fail because they lack ideas. They fail because they hide behind complexity.  I see this all the time:  ""I have an idea but I need","Most founders don’t fail because they lack ideas. They fail because they hide behind complexity.

I see this all the time:

""I have an idea but I need a business plan""
""I have an idea but I need to go raise money""
""I have an idea but I need a team in order to build""

IMO, none of this true. Get scrappy. Build with the tools available to you. Run the Sprint process (shoutout John Zeratsky & Jake Knapp!) and build and test a prototype in short order. Start with an MVP. Get to revenue. Go from there.

You don’t need everything to be perfect to start. By the time you do, it might be too late.

In my latest podcast of The Art of Entrepreneurship, Safeer Qureshi and I discussed one of his mantras:

“Simplify until it hurts.”

Make it SO simple that anyone can understand.

Not until it sounds smart.
Not until it looks impressive.
Until you* actually* understand it.

There’s so much gold in this episode. We discussed what happens when you strip away the noise, ignore the “smart” advice, and focus on what actually moves the business forward.

🎧 Listen to the full conversation with Safeer Qureshi [link in comments!]
♻️ Repost if you know a founder who’s overthinking their next move",https://www.linkedin.com/posts/thejackiehermes_most-founders-dont-fail-because-they-lack-activity-7407520330229129216-DVEs?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAEVanCoBZrcQX6UUSuuRySIzAwruVGdYTEw
41,Jackie Hermes,0.6,36,18,55,Teacher,Entrepreneurship,Thought Leadership,Hook -> Insight -> CTA,Breaking barriers sounds bold… until you’re the one doing it.,"Breaking barriers sounds bold… until you’re the one doing it.  It doesn’t happen in the spotlight. It happens in the quiet moments with no map, no men","Breaking barriers sounds bold… until you’re the one doing it.

It doesn’t happen in the spotlight. It happens in the quiet moments with no map, no mentor and no one ahead of you showing the way.

At some point, every trailblazer faces the same crossroads: keep pushing alone, or reach out for support.

That’s when you realize—asking for help isn’t weakness. It’s strategy.

That’s what I took away from my conversation with Ilana Golan.

From the Israeli Air Force to Silicon Valley, Ilana kept leaping into rooms where she didn’t see anyone who looked like her. 

She kept moving forward anyway.

Today, she’s built Leap Academy to give others what she wished she’d had: guidance, clarity and a way to design a *portfolio career* that actually multiplies your opportunities.

Her story reminded me:

→ Independence is powerful, but connection gets you further.

→ Confidence grows faster when you stop trying to earn it alone.

→ The biggest expense in your career isn’t what you spend, it’s what you leave on the table.

If you’ve ever downplayed your potential because you didn’t know what was possible, this conversation will change how you see your own path.

🎧 Listen to my conversation on the Art of Entrepreneurship at the link in the comments.",https://www.linkedin.com/posts/thejackiehermes_breaking-barriers-sounds-bold-until-you-activity-7399092014421606400-rvqZ?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABuxQPsB9DAXOP6314kBWPuiGaRW0h_twaQ
42,Jackie Hermes,0.5,43,10,54,Teacher,Leadership,Direct Advice,Hook -> Punch Line,"10 years with my partner in (business) crime. Happy anniversary, Jenny Weeden! 💞","10 years with my partner in (business) crime. Happy anniversary, Jenny Weeden! 💞  Thank you for being an amazing accountability partner. Accelity's pr","10 years with my partner in (business) crime. Happy anniversary, Jenny Weeden! 💞

Thank you for being an amazing accountability partner. Accelity's process queen. Willing to challenge me and the rest of our team to always be our best. The yin to my yang. And so much more.

I know I can speak for everyone when I say: we appreciate the heck out of you. 🤗",https://www.linkedin.com/posts/thejackiehermes_10-year-anniversary-memories-activity-7384248091463569409-qjxa?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAD7yo78B760w1OzXX2HFGNqUYGS32K3evyU
43,Jackie Hermes,0.5,35,17,54,Teacher,Business Strategy,Thought Leadership,Hook -> Story -> Reflection -> Question,Why are marketers hesitant to set pipeline and revenue impact goals?,Why are marketers hesitant to set pipeline and revenue impact goals?  I talked to a CEO of a growing tech company recently. He said:  “My marketing te,"Why are marketers hesitant to set pipeline and revenue impact goals?

I talked to a CEO of a growing tech company recently. He said:

“My marketing team seems to be doing well, but they only set goals around marketing metrics and won’t take ownership over anything having to do with the pipeline.”

Marketers, this is a mistake. 😬

Here’s why:


1️⃣

Setting goals around pipeline and revenue encourages all the right behavior from the marketing team:

↳ Talking to prospects and customers to understand what they really care about so we’re always up to date on industry issues and hot topics (vs. staying in ur marketing caves and telling stories from 5 years ago).

↳ Creating smart, relevant content to educate and help (vs. bashing them over the head with demo ads).	

↳ Helping engage prospects through the sales process (vs. handing off leads and washing our hands of further responsibility).

↳ Measuring conversion beyond what marketing “owns” (vs. only measuring the leading indicators of success like traffic, clicks, followers, etc.)


2️⃣

Pipeline impact is a marketing metric.

And if it isn’t at your company, tell your CEO that it should be.

Measuring marketing-impacted and marketing-generated pipeline eradicates the bad behavior that marketers sometimes HAVE to engage in to meet their goals.

*Cough, shoving MQLs through to sales that may or may not be a fit, cough*

What CEO doesn’t want marketing spending more time on revenue generation and less time on busy work?


3️⃣

Last but not least…

As a marketer, taking ownership over pipeline and revenue makes you indispensable.

It helps you prove your value, get in good with the C-suite, move up in a company, and a lot more.

Sounds like every marketer’s dream. 😇


Agree? Why or why not? 👇",https://www.linkedin.com/posts/thejackiehermes_why-are-marketers-hesitant-to-set-pipeline-activity-7359211227857756160-sHrj?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADWuLVEBI99rxrHle4hYELPY12Zi8VCwl_0
44,Jackie Hermes,0.5,44,9,53,Teacher,Leadership,Thought Leadership,Hook -> List -> Insight,Two often overlooked parts of leadership:,Two often overlooked parts of leadership: 1. owning your mistakes 2. giving others the credit  So many leaders struggle with both.  Honored to work be,"Two often overlooked parts of leadership:
1. owning your mistakes
2. giving others the credit

So many leaders struggle with both.

Honored to work beside you, Jenny Weeden! 🫶",https://www.linkedin.com/posts/thejackiehermes_leadership-isnt-a-title-its-a-verb-early-activity-7391480901374799872-JJX_?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABV2-5cBS3OuBNwTYEDjt2OGEtA-PUnnrNs
45,Jackie Hermes,0.5,26,24,52,Magician,Business Strategy,Pattern Interrupt,Hook -> Insight -> CTA,PSA: Even the best ads won’t convert when your website’s a mess. And “generate leads now” is not a marketing strategy.,PSA: Even the best ads won’t convert when your website’s a mess. And “generate leads now” is not a marketing strategy.  I see this all the time:  Comp,"PSA: Even the best ads won’t convert when your website’s a mess. And “generate leads now” is not a marketing strategy.

I see this all the time:

Companies drop thousands of dollars on LinkedIn or Google ads
Impressions grow, ideal buyers click, traffic pours in
…and no one converts

Why? Because companies are jumping into “lead gen” and didn’t take the time to fix their foundations.

Ads don’t re-write the narrative. They amplify what’s already there.
And if the foundation is weak, ads just spotlight the cracks.

Before you invest in paid campaigns, look at your website and ask yourself:
✔️ Is my site skimmable?
✔️ Are the headlines clear > clever?
✔️ Is jargon reduced as much as possible?
✔️ Do visitors know what to expect when they click?
✔️ Are you providing enough info for buyers to educate themselves?
*remember, 70%+ of the buying process happens before sales ever gets involved

If not, start there—otherwise, you’re lighting that ad budget on fire.

Marketers: how are you solving the “we need leads asap” challenge? I know this is a common pain for companies everywhere.


👉 Should I write an article that details how we at Accelity evaluate and update our clients’ websites to ensure they perform alongside their ad programs?

Drop “article” in the comments and I’ll publish it next week!",https://www.linkedin.com/posts/thejackiehermes_psa-even-the-best-ads-wont-convert-when-activity-7364278457607811072-uZtc?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAADWuLVEBI99rxrHle4hYELPY12Zi8VCwl_0
46,Jackie Hermes,0.4,30,12,44,Teacher,Business Strategy,Thought Leadership,Hook -> Punch Line,"Marketing is a tough profession, filled with advice that lots of companies don't want to hear.","Marketing is a tough profession, filled with advice that lots of companies don't want to hear.  This post is jam-packed with the advice (and recommend","Marketing is a tough profession, filled with advice that lots of companies don't want to hear.

This post is jam-packed with the advice (and recommended solutions!) that my team at Accelity and I give on the daily.

We do it because we care. We love our clients. And you. 🥰🥰",https://www.linkedin.com/posts/thejackiehermes_advice-we-would-give-you-activity-7382414501905661952-TCHV?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAD7yo78B760w1OzXX2HFGNqUYGS32K3evyU
47,Jackie Hermes,0.4,36,7,43,Teacher,Personal Development,Thought Leadership,Hook -> Punch Line,"I’ve wrestled with this, too—wanting to be liked vs. the responsibility to do what's best for the business.","I’ve wrestled with this, too—wanting to be liked vs. the responsibility to do what's best for the business.  It’s not easy to disappoint people, set b","I’ve wrestled with this, too—wanting to be liked vs. the responsibility to do what's best for the business.

It’s not easy to disappoint people, set boundaries, or make decisions that you know others won’t agree with. But sometimes, it’s necessary.

Well said, Jenny Weeden. 👏 

If you don't already know my partner in crime (aka business partner), go hit that follow button. ➡️",https://www.linkedin.com/posts/thejackiehermes_being-a-leader-doesnt-mean-being-liked-all-activity-7356452815382142977-7RKL?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAD17UGkBH8QJhQPLkRc2fBb4Mz5Dxgc2B9g
48,Jackie Hermes,0.4,36,4,40,Teacher,Leadership,Thought Leadership,Hook -> Punch Line,I 🫶  this team. 🥹,I 🫶  this team. 🥹,I 🫶  this team. 🥹,https://www.linkedin.com/posts/thejackiehermes_marketingagency-agencylife-milwaukee-activity-7364666799285575680-otZ1?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAESjmc4BQycFwigIibZ94ord0SROkfP-s5k
